HDG;PITCH;ROLL;ALT;EW_POS;NS_POS
36.68 ; 5.49 ; -37.33 ; 1327.9605712890625 ; -769.91796875 ; 9119.2216796875
36.23 ; 5.48 ; -37.3 ; 1328.094970703125 ; -773.8291015625 ; 9114.09375
35.76 ; 5.47 ; -37.29 ; 1328.2269287109375 ; -777.6533203125 ; 9108.9658203125
35.31 ; 5.46 ; -37.27 ; 1328.3558349609375 ; -781.478515625 ; 9103.837890625
34.87 ; 5.44 ; -37.24 ; 1328.4815673828125 ; -785.2158203125 ; 9098.708984375
34.42 ; 5.41 ; -37.22 ; 1328.6051025390625 ; -788.953125 ; 9093.4072265625
33.96 ; 5.39 ; -37.21 ; 1328.725341796875 ; -792.6904296875 ; 9088.1923828125
33.53 ; 5.37 ; -37.19 ; 1328.84326171875 ; -796.3408203125 ; 9082.9775390625
33.07 ; 5.35 ; -37.18 ; 1328.9581298828125 ; -799.8173828125 ; 9077.6748046875
32.64 ; 5.32 ; -37.18 ; 1329.06982421875 ; -803.46875 ; 9072.373046875
32.18 ; 5.3 ; -37.16 ; 1329.17919921875 ; -806.9453125 ; 9066.984375
31.73 ; 5.28 ; -37.18 ; 1329.2855224609375 ; -810.3349609375 ; 9061.595703125
31.29 ; 5.26 ; -37.18 ; 1329.389404296875 ; -813.8115234375 ; 9056.20703125
30.84 ; 5.24 ; -37.18 ; 1329.490966796875 ; -817.201171875 ; 9050.73046875
30.4 ; 5.22 ; -37.19 ; 1329.590087890625 ; -820.50390625 ; 9045.341796875
29.95 ; 5.2 ; -37.21 ; 1329.68701171875 ; -823.8076171875 ; 9039.8662109375
29.5 ; 5.19 ; -37.22 ; 1329.78076171875 ; -827.1103515625 ; 9034.3037109375
29.04 ; 5.17 ; -37.27 ; 1329.873779296875 ; -830.2392578125 ; 9028.8271484375
28.59 ; 5.16 ; -37.3 ; 1329.9635009765625 ; -833.3681640625 ; 9023.2646484375
28.14 ; 5.15 ; -37.35 ; 1330.0526123046875 ; -836.583984375 ; 9017.7021484375
27.68 ; 5.15 ; -37.41 ; 1330.1385498046875 ; -839.712890625 ; 9012.1396484375
27.23 ; 5.14 ; -37.46 ; 1330.2237548828125 ; -842.66796875 ; 9006.4892578125
26.76 ; 5.13 ; -37.52 ; 1330.30810546875 ; -845.6240234375 ; 9000.83984375
26.31 ; 5.13 ; -37.58 ; 1330.390869140625 ; -848.5791015625 ; 8995.103515625
25.85 ; 5.12 ; -37.65 ; 1330.47216796875 ; -851.447265625 ; 8989.3671875
25.39 ; 5.1 ; -37.71 ; 1330.5517578125 ; -854.3154296875 ; 8983.6298828125
24.93 ; 5.09 ; -37.77 ; 1330.6307373046875 ; -857.0966796875 ; 8977.8935546875
24.48 ; 5.07 ; -37.83 ; 1330.7080078125 ; -859.8779296875 ; 8972.1572265625
24.03 ; 5.06 ; -37.9 ; 1330.7838134765625 ; -862.572265625 ; 8966.419921875
23.56 ; 5.04 ; -37.97 ; 1330.8580322265625 ; -865.2666015625 ; 8960.5966796875
23.1 ; 5.02 ; -38.04 ; 1330.9306640625 ; -867.875 ; 8954.6865234375
22.65 ; 5.0 ; -38.1 ; 1331.0018310546875 ; -870.3955078125 ; 8948.86328125
22.2 ; 4.98 ; -38.18 ; 1331.0712890625 ; -872.916015625 ; 8942.9521484375
21.73 ; 4.95 ; -38.24 ; 1331.1392822265625 ; -875.4365234375 ; 8937.12890625
21.28 ; 4.92 ; -38.3 ; 1331.2041015625 ; -877.783203125 ; 8931.21875
20.84 ; 4.88 ; -38.38 ; 1331.2681884765625 ; -880.216796875 ; 8925.2216796875
20.4 ; 4.82 ; -38.44 ; 1331.3291015625 ; -882.5634765625 ; 8919.310546875
20.0 ; 4.72 ; -38.52 ; 1331.3876953125 ; -884.8232421875 ; 8913.400390625
19.6 ; 4.63 ; -38.58 ; 1331.443115234375 ; -887.0830078125 ; 8907.31640625
19.2 ; 4.52 ; -38.65 ; 1331.493896484375 ; -889.255859375 ; 8901.3193359375
18.79 ; 4.42 ; -38.71 ; 1331.5400390625 ; -891.3427734375 ; 8895.3212890625
18.39 ; 4.32 ; -38.75 ; 1331.579833984375 ; -893.515625 ; 8889.32421875
18.0 ; 4.21 ; -38.82 ; 1331.6134033203125 ; -895.6015625 ; 8883.240234375
17.57 ; 4.12 ; -38.88 ; 1331.6392822265625 ; -897.6005859375 ; 8877.2421875
17.15 ; 4.04 ; -38.94 ; 1331.657958984375 ; -899.599609375 ; 8871.158203125
16.73 ; 3.96 ; -39.0 ; 1331.669677734375 ; -901.51171875 ; 8865.07421875
16.29 ; 3.89 ; -39.07 ; 1331.673583984375 ; -903.423828125 ; 8858.9033203125
15.84 ; 3.85 ; -39.13 ; 1331.669677734375 ; -905.2490234375 ; 8852.818359375
15.34 ; 3.84 ; -39.19 ; 1331.657958984375 ; -907.07421875 ; 8846.6474609375
14.84 ; 3.87 ; -39.25 ; 1331.63916015625 ; -908.8125 ; 8840.5634765625
14.31 ; 3.91 ; -39.32 ; 1331.614990234375 ; -910.55078125 ; 8834.392578125
13.76 ; 3.97 ; -39.38 ; 1331.5869140625 ; -912.115234375 ; 8828.220703125
13.2 ; 4.04 ; -39.46 ; 1331.5540771484375 ; -913.767578125 ; 8821.962890625
12.65 ; 4.1 ; -39.52 ; 1331.5196533203125 ; -915.33203125 ; 8815.7919921875
12.1 ; 4.16 ; -39.6 ; 1331.4844970703125 ; -916.72265625 ; 8809.533203125
11.56 ; 4.21 ; -39.68 ; 1331.4486083984375 ; -918.11328125 ; 8803.275390625
11.03 ; 4.25 ; -39.74 ; 1331.411865234375 ; -919.50390625 ; 8797.1044921875
10.48 ; 4.3 ; -39.82 ; 1331.376708984375 ; -920.8076171875 ; 8790.759765625
9.93 ; 4.34 ; -39.9 ; 1331.34228515625 ; -922.0244140625 ; 8784.5009765625
9.39 ; 4.39 ; -39.96 ; 1331.310302734375 ; -923.2412109375 ; 8778.2431640625
8.84 ; 4.45 ; -40.04 ; 1331.27978515625 ; -924.37109375 ; 8771.8984375
8.28 ; 4.51 ; -40.11 ; 1331.251708984375 ; -925.3271484375 ; 8765.552734375
7.73 ; 4.56 ; -40.19 ; 1331.225830078125 ; -926.3701171875 ; 8759.2080078125
7.17 ; 4.61 ; -40.29 ; 1331.2039794921875 ; -927.326171875 ; 8752.86328125
6.62 ; 4.66 ; -40.36 ; 1331.185302734375 ; -928.1953125 ; 8746.5185546875
6.06 ; 4.71 ; -40.44 ; 1331.17041015625 ; -928.9775390625 ; 8740.1728515625
5.51 ; 4.76 ; -40.52 ; 1331.159423828125 ; -929.6728515625 ; 8733.7412109375
4.95 ; 4.81 ; -40.6 ; 1331.1524658203125 ; -930.3681640625 ; 8727.396484375
4.4 ; 4.85 ; -40.68 ; 1331.1492919921875 ; -930.9765625 ; 8720.9638671875
3.84 ; 4.89 ; -40.77 ; 1331.151611328125 ; -931.5849609375 ; 8714.5322265625
3.29 ; 4.93 ; -40.85 ; 1331.1571044921875 ; -932.1064453125 ; 8708.1005859375
2.75 ; 4.97 ; -40.93 ; 1331.1680908203125 ; -932.4541015625 ; 8701.755859375
2.2 ; 5.0 ; -41.0 ; 1331.18212890625 ; -932.8017578125 ; 8695.3232421875
1.65 ; 5.01 ; -41.1 ; 1331.20166015625 ; -933.1494140625 ; 8688.978515625
1.14 ; 5.01 ; -41.18 ; 1331.2242431640625 ; -933.41015625 ; 8682.6337890625
0.6 ; 5.01 ; -41.25 ; 1331.2508544921875 ; -933.583984375 ; 8676.201171875
0.1 ; 4.97 ; -41.33 ; 1331.280517578125 ; -933.6708984375 ; 8669.8564453125
-0.4 ; 4.95 ; -41.41 ; 1331.3133544921875 ; -933.7578125 ; 8663.4248046875
-0.86 ; 4.88 ; -41.49 ; 1331.346923828125 ; -933.7578125 ; 8656.9931640625
-1.35 ; 4.82 ; -41.57 ; 1331.382080078125 ; -933.7578125 ; 8650.560546875
-1.82 ; 4.74 ; -41.63 ; 1331.417236328125 ; -933.583984375 ; 8644.12890625
-2.27 ; 4.64 ; -41.71 ; 1331.4508056640625 ; -933.4970703125 ; 8637.697265625
-2.71 ; 4.53 ; -41.77 ; 1331.4827880859375 ; -933.3232421875 ; 8631.3515625
-3.13 ; 4.41 ; -41.85 ; 1331.51171875 ; -932.9755859375 ; 8624.919921875
-3.58 ; 4.3 ; -41.91 ; 1331.5374755859375 ; -932.71484375 ; 8618.48828125
-4.02 ; 4.19 ; -41.97 ; 1331.557861328125 ; -932.3671875 ; 8612.1435546875
-4.46 ; 4.08 ; -42.04 ; 1331.5718994140625 ; -931.9326171875 ; 8605.7109375
-4.91 ; 3.98 ; -42.1 ; 1331.5797119140625 ; -931.498046875 ; 8599.279296875
-5.36 ; 3.88 ; -42.16 ; 1331.5797119140625 ; -930.9765625 ; 8592.9345703125
-5.83 ; 3.79 ; -42.24 ; 1331.5726318359375 ; -930.455078125 ; 8586.5888671875
-6.3 ; 3.69 ; -42.3 ; 1331.557861328125 ; -929.8466796875 ; 8580.244140625
-6.77 ; 3.6 ; -42.36 ; 1331.53515625 ; -929.1513671875 ; 8573.8125
-7.24 ; 3.51 ; -42.43 ; 1331.504638671875 ; -928.4560546875 ; 8567.4677734375
-7.71 ; 3.43 ; -42.49 ; 1331.46484375 ; -927.673828125 ; 8561.1220703125
-8.18 ; 3.34 ; -42.55 ; 1331.4163818359375 ; -926.8916015625 ; 8554.6904296875
-8.65 ; 3.25 ; -42.61 ; 1331.359375 ; -926.0224609375 ; 8548.4326171875
-9.11 ; 3.16 ; -42.68 ; 1331.293701171875 ; -925.06640625 ; 8542.0
-9.6 ; 3.07 ; -42.74 ; 1331.21875 ; -924.1103515625 ; 8535.7421875
-10.08 ; 2.99 ; -42.8 ; 1331.1343994140625 ; -923.0673828125 ; 8529.310546875
-10.57 ; 2.91 ; -42.86 ; 1331.0413818359375 ; -922.0244140625 ; 8523.052734375
-11.07 ; 2.85 ; -42.93 ; 1330.93896484375 ; -920.8076171875 ; 8516.70703125
-11.6 ; 2.82 ; -42.99 ; 1330.828125 ; -919.7646484375 ; 8510.3623046875
-12.15 ; 2.8 ; -43.05 ; 1330.707763671875 ; -918.4609375 ; 8504.1044921875
-12.71 ; 2.8 ; -43.11 ; 1330.5804443359375 ; -917.0703125 ; 8497.845703125
-13.3 ; 2.82 ; -43.18 ; 1330.4453125 ; -915.7666015625 ; 8491.5009765625
-13.9 ; 2.85 ; -43.24 ; 1330.3046875 ; -914.2890625 ; 8485.2431640625
-14.49 ; 2.88 ; -43.3 ; 1330.1585693359375 ; -912.8115234375 ; 8478.9853515625
-15.08 ; 2.91 ; -43.36 ; 1330.008544921875 ; -911.3330078125 ; 8472.7265625
-15.69 ; 2.94 ; -43.4 ; 1329.856201171875 ; -909.681640625 ; 8466.46875
-16.29 ; 2.97 ; -43.41 ; 1329.69921875 ; -908.0302734375 ; 8460.2978515625
-16.88 ; 2.99 ; -43.38 ; 1329.54052734375 ; -906.205078125 ; 8454.0390625
-17.47 ; 3.0 ; -43.29 ; 1329.37890625 ; -904.3798828125 ; 8447.8681640625
-18.07 ; 3.01 ; -43.16 ; 1329.2139892578125 ; -902.6416015625 ; 8441.697265625
-18.65 ; 3.01 ; -43.02 ; 1329.046875 ; -900.642578125 ; 8435.61328125
-19.22 ; 3.01 ; -42.85 ; 1328.87646484375 ; -898.556640625 ; 8429.44140625
-19.75 ; 2.96 ; -42.66 ; 1328.703125 ; -896.5576171875 ; 8423.357421875
-20.3 ; 2.92 ; -42.46 ; 1328.5264892578125 ; -894.384765625 ; 8417.2734375
-20.82 ; 2.85 ; -42.24 ; 1328.34521484375 ; -892.2119140625 ; 8411.2763671875
-21.32 ; 2.78 ; -41.99 ; 1328.1600341796875 ; -889.951171875 ; 8405.19140625
-21.82 ; 2.7 ; -41.72 ; 1327.97021484375 ; -887.6044921875 ; 8399.1943359375
-22.29 ; 2.6 ; -41.47 ; 1327.774169921875 ; -885.2578125 ; 8393.197265625
-22.74 ; 2.49 ; -41.24 ; 1327.5726318359375 ; -882.9111328125 ; 8387.1123046875
-23.19 ; 2.38 ; -41.0 ; 1327.36474609375 ; -880.390625 ; 8381.2021484375
-23.65 ; 2.27 ; -40.8 ; 1327.1507568359375 ; -877.8701171875 ; 8375.205078125
-24.08 ; 2.16 ; -40.65 ; 1326.930419921875 ; -875.2626953125 ; 8369.2080078125
-24.52 ; 2.05 ; -40.49 ; 1326.7022705078125 ; -872.7421875 ; 8363.3837890625
-24.97 ; 1.96 ; -40.36 ; 1326.4671630859375 ; -870.0478515625 ; 8357.4736328125
-25.41 ; 1.87 ; -40.24 ; 1326.2249755859375 ; -867.3525390625 ; 8351.5634765625
-25.86 ; 1.8 ; -40.15 ; 1325.9757080078125 ; -864.5712890625 ; 8345.6533203125
-26.33 ; 1.74 ; -40.05 ; 1325.719482421875 ; -861.7900390625 ; 8339.8291015625
-26.8 ; 1.69 ; -39.94 ; 1325.4561767578125 ; -858.921875 ; 8334.005859375
-27.29 ; 1.66 ; -39.83 ; 1325.1873779296875 ; -856.0537109375 ; 8328.1826171875
-27.77 ; 1.64 ; -39.71 ; 1324.910888671875 ; -853.0986328125 ; 8322.4462890625
-28.27 ; 1.63 ; -39.57 ; 1324.6287841796875 ; -850.056640625 ; 8316.6220703125
-28.77 ; 1.62 ; -39.41 ; 1324.34130859375 ; -847.1015625 ; 8310.798828125
-29.29 ; 1.63 ; -39.25 ; 1324.047607421875 ; -843.9716796875 ; 8305.1494140625
-29.8 ; 1.64 ; -39.08 ; 1323.7498779296875 ; -840.755859375 ; 8299.4130859375
-30.32 ; 1.67 ; -38.9 ; 1323.4476318359375 ; -837.5400390625 ; 8293.67578125
-30.83 ; 1.7 ; -38.71 ; 1323.141357421875 ; -834.32421875 ; 8288.11328125
-31.35 ; 1.72 ; -38.5 ; 1322.832763671875 ; -831.021484375 ; 8282.4638671875
-31.88 ; 1.78 ; -38.29 ; 1322.5218505859375 ; -827.6318359375 ; 8276.8134765625
-32.43 ; 1.85 ; -38.07 ; 1322.2100830078125 ; -824.1552734375 ; 8271.337890625
-32.97 ; 1.93 ; -37.85 ; 1321.8968505859375 ; -820.677734375 ; 8265.775390625
-33.5 ; 2.01 ; -37.61 ; 1321.5850830078125 ; -817.201171875 ; 8260.212890625
-34.04 ; 2.09 ; -37.4 ; 1321.274169921875 ; -813.6376953125 ; 8254.736328125
-34.58 ; 2.17 ; -37.16 ; 1320.965576171875 ; -810.07421875 ; 8249.2607421875
-35.1 ; 2.25 ; -36.91 ; 1320.660888671875 ; -806.25 ; 8243.78515625
-35.63 ; 2.32 ; -36.66 ; 1320.359375 ; -802.599609375 ; 8238.396484375
-36.15 ; 2.4 ; -36.36 ; 1320.063232421875 ; -798.6875 ; 8233.0947265625
-36.66 ; 2.47 ; -36.05 ; 1319.770263671875 ; -794.9501953125 ; 8227.705078125
-37.16 ; 2.55 ; -35.71 ; 1319.4827880859375 ; -790.9521484375 ; 8222.490234375
-37.68 ; 2.63 ; -35.33 ; 1319.199951171875 ; -787.041015625 ; 8217.275390625
-38.16 ; 2.7 ; -34.93 ; 1318.922607421875 ; -783.1298828125 ; 8211.9736328125
-38.65 ; 2.78 ; -34.5 ; 1318.6507568359375 ; -779.044921875 ; 8206.8447265625
-39.11 ; 2.85 ; -34.04 ; 1318.38427734375 ; -774.958984375 ; 8201.6298828125
-39.57 ; 2.91 ; -33.57 ; 1318.125 ; -770.787109375 ; 8196.4150390625
-39.97 ; 2.91 ; -33.07 ; 1317.871826171875 ; -766.615234375 ; 8191.3740234375
-40.35 ; 2.85 ; -32.57 ; 1317.625732421875 ; -762.3564453125 ; 8186.2451171875
-40.65 ; 2.7 ; -32.04 ; 1317.38427734375 ; -758.09765625 ; 8181.2041015625
-40.91 ; 2.5 ; -31.5 ; 1317.14599609375 ; -753.837890625 ; 8176.1630859375
-41.15 ; 2.28 ; -30.96 ; 1316.9085693359375 ; -749.5791015625 ; 8171.1220703125
-41.36 ; 2.05 ; -30.4 ; 1316.668701171875 ; -745.146484375 ; 8166.16796875
-41.58 ; 1.82 ; -29.83 ; 1316.4249267578125 ; -740.7138671875 ; 8161.212890625
-41.8 ; 1.6 ; -29.25 ; 1316.1741943359375 ; -736.3681640625 ; 8156.2587890625
-42.02 ; 1.39 ; -28.68 ; 1315.91552734375 ; -731.9345703125 ; 8151.3046875
-42.22 ; 1.2 ; -28.08 ; 1315.6475830078125 ; -727.501953125 ; 8146.3505859375
-42.46 ; 1.04 ; -27.47 ; 1315.36865234375 ; -723.0693359375 ; 8141.482421875
-42.68 ; 0.89 ; -26.86 ; 1315.078857421875 ; -718.5498046875 ; 8136.5283203125
-42.91 ; 0.79 ; -26.24 ; 1314.778076171875 ; -714.1171875 ; 8131.6611328125
-43.18 ; 0.74 ; -25.6 ; 1314.46484375 ; -709.5966796875 ; 8126.880859375
-43.47 ; 0.77 ; -24.94 ; 1314.1397705078125 ; -704.990234375 ; 8121.9267578125
-43.79 ; 0.86 ; -24.29 ; 1313.805419921875 ; -700.470703125 ; 8117.05859375
-44.11 ; 1.02 ; -23.63 ; 1313.4632568359375 ; -695.8642578125 ; 8112.365234375
-44.46 ; 1.22 ; -22.96 ; 1313.1171875 ; -691.2578125 ; 8107.5849609375
-44.79 ; 1.43 ; -22.3 ; 1312.76953125 ; -686.5634765625 ; 8102.8046875
-45.11 ; 1.65 ; -21.65 ; 1312.42333984375 ; -681.8701171875 ; 8098.0234375
-45.43 ; 1.86 ; -21.0 ; 1312.0804443359375 ; -677.1767578125 ; 8093.330078125
-45.72 ; 2.05 ; -20.38 ; 1311.74609375 ; -672.396484375 ; 8088.63671875
-46.0 ; 2.24 ; -19.8 ; 1311.4202880859375 ; -667.6162109375 ; 8083.943359375
-46.27 ; 2.4 ; -19.22 ; 1311.1046142578125 ; -662.8349609375 ; 8079.3369140625
-46.52 ; 2.55 ; -18.68 ; 1310.80078125 ; -657.9677734375 ; 8074.7294921875
-46.75 ; 2.69 ; -18.16 ; 1310.508544921875 ; -653.1005859375 ; 8070.0361328125
-46.97 ; 2.8 ; -17.68 ; 1310.23046875 ; -648.2333984375 ; 8065.5166015625
-47.18 ; 2.9 ; -17.24 ; 1309.9671630859375 ; -643.365234375 ; 8060.91015625
-47.35 ; 2.94 ; -16.85 ; 1309.7164306640625 ; -638.4111328125 ; 8056.3037109375
-47.52 ; 2.99 ; -16.52 ; 1309.48046875 ; -633.45703125 ; 8051.783203125
-47.69 ; 3.02 ; -16.25 ; 1309.2569580078125 ; -628.5029296875 ; 8047.263671875
-47.85 ; 3.03 ; -16.02 ; 1309.0460205078125 ; -623.6357421875 ; 8042.744140625
-48.0 ; 3.0 ; -15.82 ; 1308.8460693359375 ; -618.59375 ; 8038.1376953125
-48.15 ; 2.95 ; -15.65 ; 1308.656982421875 ; -613.552734375 ; 8033.705078125
-48.29 ; 2.84 ; -15.5 ; 1308.4765625 ; -608.5986328125 ; 8029.1845703125
-48.43 ; 2.72 ; -15.4 ; 1308.301513671875 ; -603.5576171875 ; 8024.8388671875
-48.55 ; 2.6 ; -15.3 ; 1308.1312255859375 ; -598.4287109375 ; 8020.3193359375
-48.69 ; 2.48 ; -15.22 ; 1307.961669921875 ; -593.474609375 ; 8015.7998046875
-48.82 ; 2.36 ; -15.18 ; 1307.793701171875 ; -588.3466796875 ; 8011.4541015625
-48.94 ; 2.25 ; -15.15 ; 1307.6234130859375 ; -583.21875 ; 8007.0205078125
-49.08 ; 2.16 ; -15.11 ; 1307.4522705078125 ; -578.1767578125 ; 8002.5009765625
-49.21 ; 2.07 ; -15.1 ; 1307.27734375 ; -573.048828125 ; 7998.1552734375
-49.35 ; 2.0 ; -15.1 ; 1307.0992431640625 ; -567.9208984375 ; 7993.72265625
-49.49 ; 1.93 ; -15.1 ; 1306.9163818359375 ; -562.79296875 ; 7989.2900390625
-49.61 ; 1.87 ; -15.1 ; 1306.7288818359375 ; -557.578125 ; 7984.943359375
-49.75 ; 1.82 ; -15.1 ; 1306.5374755859375 ; -552.44921875 ; 7980.59765625
-49.9 ; 1.77 ; -15.11 ; 1306.34130859375 ; -547.234375 ; 7976.1650390625
-50.05 ; 1.74 ; -15.11 ; 1306.140625 ; -542.01953125 ; 7971.8193359375
-50.19 ; 1.72 ; -15.13 ; 1305.93505859375 ; -536.8916015625 ; 7967.560546875
-50.35 ; 1.73 ; -15.13 ; 1305.7249755859375 ; -531.67578125 ; 7963.126953125
-50.5 ; 1.76 ; -15.13 ; 1305.5108642578125 ; -526.4609375 ; 7958.78125
-50.68 ; 1.82 ; -15.08 ; 1305.29443359375 ; -521.1591796875 ; 7954.5224609375
-50.85 ; 1.91 ; -14.99 ; 1305.07568359375 ; -515.9443359375 ; 7950.1767578125
-51.04 ; 2.02 ; -14.85 ; 1304.856201171875 ; -510.6416015625 ; 7945.91796875
-51.24 ; 2.15 ; -14.63 ; 1304.637451171875 ; -505.33984375 ; 7941.5712890625
-51.43 ; 2.28 ; -14.36 ; 1304.4210205078125 ; -499.951171875 ; 7937.3994140625
-51.63 ; 2.42 ; -14.05 ; 1304.20703125 ; -494.736328125 ; 7933.140625
-51.82 ; 2.57 ; -13.71 ; 1303.9991455078125 ; -489.3466796875 ; 7928.8818359375
-52.0 ; 2.72 ; -13.3 ; 1303.796875 ; -483.9580078125 ; 7924.7099609375
-52.19 ; 2.88 ; -12.86 ; 1303.6015625 ; -478.482421875 ; 7920.4501953125
-52.36 ; 3.04 ; -12.38 ; 1303.414794921875 ; -473.1806640625 ; 7916.2783203125
-52.54 ; 3.2 ; -11.86 ; 1303.23828125 ; -467.705078125 ; 7912.1064453125
-52.69 ; 3.36 ; -11.32 ; 1303.0733642578125 ; -462.228515625 ; 7907.9345703125
-52.85 ; 3.52 ; -10.74 ; 1302.9202880859375 ; -456.83984375 ; 7903.849609375
-52.99 ; 3.65 ; -10.13 ; 1302.7803955078125 ; -451.3642578125 ; 7899.677734375
-53.13 ; 3.75 ; -9.49 ; 1302.653076171875 ; -445.9755859375 ; 7895.591796875
-53.24 ; 3.83 ; -8.83 ; 1302.54052734375 ; -440.412109375 ; 7891.5068359375
-53.35 ; 3.87 ; -8.16 ; 1302.4405517578125 ; -434.9365234375 ; 7887.3349609375
-53.44 ; 3.9 ; -7.47 ; 1302.35302734375 ; -429.4609375 ; 7883.3369140625
-53.54 ; 3.91 ; -6.79 ; 1302.2764892578125 ; -423.8984375 ; 7879.251953125
-53.61 ; 3.93 ; -6.1 ; 1302.2108154296875 ; -418.5087890625 ; 7875.166015625
-53.69 ; 3.94 ; -5.4 ; 1302.1546630859375 ; -412.859375 ; 7871.16796875
-53.75 ; 3.95 ; -4.71 ; 1302.1085205078125 ; -407.3837890625 ; 7867.169921875
-53.8 ; 3.96 ; -4.0 ; 1302.0701904296875 ; -401.734375 ; 7863.171875
-53.86 ; 3.97 ; -3.32 ; 1302.039794921875 ; -396.2578125 ; 7859.0
-53.9 ; 3.99 ; -2.61 ; 1302.01708984375 ; -390.7822265625 ; 7855.001953125
-53.94 ; 4.0 ; -1.91 ; 1302.000732421875 ; -385.1328125 ; 7851.0029296875
-53.97 ; 4.01 ; -1.22 ; 1301.9913330078125 ; -379.6572265625 ; 7846.91796875
-53.99 ; 4.02 ; -0.55 ; 1301.9881591796875 ; -374.0068359375 ; 7842.919921875
-54.0 ; 4.03 ; 0.14 ; 1301.9913330078125 ; -368.4443359375 ; 7838.921875
-54.0 ; 4.05 ; 0.81 ; 1301.9991455078125 ; -362.794921875 ; 7835.0107421875
-54.0 ; 4.05 ; 1.46 ; 1302.0123291015625 ; -357.232421875 ; 7830.9248046875
-54.0 ; 4.06 ; 2.14 ; 1302.0303955078125 ; -351.6689453125 ; 7826.9267578125
-53.99 ; 4.07 ; 2.78 ; 1302.052978515625 ; -346.1064453125 ; 7822.9287109375
-53.96 ; 4.07 ; 3.4 ; 1302.0787353515625 ; -340.5439453125 ; 7818.84375
-53.94 ; 4.06 ; 4.0 ; 1302.1085205078125 ; -334.89453125 ; 7814.845703125
-53.91 ; 4.06 ; 4.54 ; 1302.14208984375 ; -329.41796875 ; 7810.84765625
-53.88 ; 4.06 ; 5.06 ; 1302.1787109375 ; -323.7685546875 ; 7806.8486328125
-53.83 ; 4.05 ; 5.53 ; 1302.2186279296875 ; -318.2060546875 ; 7802.8505859375
-53.8 ; 4.04 ; 5.96 ; 1302.260009765625 ; -312.556640625 ; 7798.8525390625
-53.75 ; 4.04 ; 6.35 ; 1302.3037109375 ; -307.080078125 ; 7794.8544921875
-53.71 ; 4.04 ; 6.71 ; 1302.34912109375 ; -301.6044921875 ; 7790.76953125
-53.65 ; 4.04 ; 7.03 ; 1302.39599609375 ; -295.955078125 ; 7786.68359375
-53.58 ; 4.04 ; 7.31 ; 1302.4451904296875 ; -290.392578125 ; 7782.5986328125
-53.52 ; 4.05 ; 7.57 ; 1302.494384765625 ; -284.8291015625 ; 7778.6005859375
-53.44 ; 4.07 ; 7.82 ; 1302.5458984375 ; -279.2666015625 ; 7774.515625
-53.36 ; 4.08 ; 8.07 ; 1302.5989990234375 ; -273.7041015625 ; 7770.4306640625
-53.29 ; 4.1 ; 8.29 ; 1302.6522216796875 ; -268.1416015625 ; 7766.2587890625
-53.21 ; 4.12 ; 8.51 ; 1302.7076416015625 ; -262.6650390625 ; 7762.259765625
-53.11 ; 4.15 ; 8.71 ; 1302.7646484375 ; -257.1025390625 ; 7758.087890625
-53.02 ; 4.18 ; 8.92 ; 1302.8240966796875 ; -251.5400390625 ; 7754.0029296875
-52.93 ; 4.21 ; 9.12 ; 1302.8834228515625 ; -245.9775390625 ; 7750.0048828125
-52.83 ; 4.24 ; 9.32 ; 1302.9459228515625 ; -240.5009765625 ; 7745.8330078125
-52.74 ; 4.28 ; 9.54 ; 1303.0107421875 ; -235.025390625 ; 7741.66015625
-52.65 ; 4.32 ; 9.78 ; 1303.077880859375 ; -229.462890625 ; 7737.5751953125
-52.54 ; 4.36 ; 10.03 ; 1303.1474609375 ; -223.9873046875 ; 7733.4033203125
-52.44 ; 4.4 ; 10.29 ; 1303.2216796875 ; -218.5107421875 ; 7729.318359375
-52.33 ; 4.44 ; 10.57 ; 1303.299072265625 ; -213.03515625 ; 7725.0595703125
-52.22 ; 4.48 ; 10.85 ; 1303.3795166015625 ; -207.5595703125 ; 7720.8876953125
-52.11 ; 4.51 ; 11.14 ; 1303.4638671875 ; -202.083984375 ; 7716.71484375
-52.0 ; 4.55 ; 11.43 ; 1303.5521240234375 ; -196.607421875 ; 7712.54296875
-51.9 ; 4.58 ; 11.73 ; 1303.644287109375 ; -191.1318359375 ; 7708.37109375
-51.77 ; 4.61 ; 12.03 ; 1303.7403564453125 ; -185.7431640625 ; 7704.1123046875
-51.65 ; 4.64 ; 12.34 ; 1303.8404541015625 ; -180.267578125 ; 7699.853515625
-51.54 ; 4.66 ; 12.65 ; 1303.9443359375 ; -174.8779296875 ; 7695.6806640625
-51.41 ; 4.69 ; 12.96 ; 1304.0521240234375 ; -169.40234375 ; 7691.421875
-51.27 ; 4.72 ; 13.28 ; 1304.163818359375 ; -164.1005859375 ; 7687.1630859375
-51.15 ; 4.74 ; 13.59 ; 1304.2794189453125 ; -158.7119140625 ; 7682.904296875
-51.0 ; 4.76 ; 13.9 ; 1304.39892578125 ; -153.322265625 ; 7678.55859375
-50.86 ; 4.79 ; 14.21 ; 1304.5216064453125 ; -147.93359375 ; 7674.298828125
-50.72 ; 4.81 ; 14.53 ; 1304.648193359375 ; -142.4580078125 ; 7670.0400390625
-50.58 ; 4.82 ; 14.84 ; 1304.77783203125 ; -137.15625 ; 7665.607421875
-50.43 ; 4.84 ; 15.14 ; 1304.91064453125 ; -131.853515625 ; 7661.3486328125
